지하철역ID,지하철역명,환승전호선ID,환승전호선명,환승후호선ID,환승후호선명,차량번호,출입문위치,환승위치
﻿1008000814,﻿잠실,﻿1008,﻿8호선,﻿1002,﻿2호선,﻿6,﻿4,﻿6-﻿4
﻿1008000814,﻿잠실,﻿1008,﻿8호선,﻿1002,﻿2호선,﻿1,﻿1,﻿1-﻿1
﻿1008000817,﻿가락시장,﻿1008,﻿8호선,﻿1003,﻿3호선,﻿1,﻿1,﻿1-﻿1
﻿1008000817,﻿가락시장,﻿1008,﻿8호선,﻿1003,﻿3호선,﻿6,﻿4,﻿6-﻿4
﻿1008000820,﻿복정,﻿1008,﻿8호선,﻿1075,﻿수인분당선,﻿4,﻿2,﻿4-﻿2
﻿1008000820,﻿복정,﻿1008,﻿8호선,﻿1075,﻿수인분당선,﻿3,﻿2,﻿3-﻿2
﻿1008000826,﻿수진,﻿1008,﻿8호선,﻿1075,﻿수인분당선,﻿1,﻿1,﻿1-﻿1
﻿1009000902,﻿김포공항,﻿1009,﻿9호선,﻿1065,﻿공항철도,﻿2,﻿4,﻿2-﻿4
﻿1009000902,﻿김포공항,﻿1009,﻿9호선,﻿1065,﻿공항철도,﻿0,﻿0,﻿0-﻿0
﻿1009000902,﻿김포공항,﻿1009,﻿9호선,﻿1065,﻿공항철도,﻿3,﻿1,﻿3-﻿1
﻿1009000902,﻿김포공항,﻿1009,﻿9호선,﻿1005,﻿5호선,﻿2,﻿4,﻿2-﻿4
﻿1009000902,﻿김포공항,﻿1009,﻿9호선,﻿1005,﻿5호선,﻿4,﻿4,﻿4-﻿4
﻿1009000913,﻿당산,﻿1009,﻿9호선,﻿1002,﻿2호선,﻿4,﻿4,﻿4-﻿4
﻿1009000913,﻿당산,﻿1009,﻿9호선,﻿1002,﻿2호선,﻿1,﻿1,﻿1-﻿1
﻿1009000915,﻿여의도,﻿1009,﻿9호선,﻿1005,﻿5호선,﻿3,﻿3,﻿3-﻿3
﻿1009000915,﻿여의도,﻿1009,﻿9호선,﻿1005,﻿5호선,﻿2,﻿4,﻿2-﻿4
﻿1009000917,﻿노량진,﻿1009,﻿9호선,﻿1001,﻿1호선,﻿2,﻿1,﻿2-﻿1
﻿1009000917,﻿노량진,﻿1009,﻿9호선,﻿1001,﻿1호선,﻿1,﻿3,﻿1-﻿3
﻿1009000920,﻿동작,﻿1009,﻿9호선,﻿1004,﻿4호선,﻿1,﻿1,﻿1-﻿1
﻿1009000920,﻿동작,﻿1009,﻿9호선,﻿1004,﻿4호선,﻿4,﻿4,﻿4-﻿4
﻿1009000923,﻿고속터미널,﻿1009,﻿9호선,﻿1003,﻿3호선,﻿1,﻿4,﻿1-﻿4
﻿1009000923,﻿고속터미널,﻿1009,﻿9호선,﻿1003,﻿3호선,﻿4,﻿1,﻿4-﻿1
﻿1009000923,﻿고속터미널,﻿1009,﻿9호선,﻿1007,﻿7호선,﻿1,﻿4,﻿1-﻿4
﻿1009000923,﻿고속터미널,﻿1009,﻿9호선,﻿1007,﻿7호선,﻿4,﻿1,﻿4-﻿1
﻿1063075110,﻿용산,﻿1063,﻿경의중앙선,﻿1001,﻿1호선,﻿1,﻿4,﻿1-﻿4
﻿1063075111,﻿이촌,﻿1063,﻿경의중앙선,﻿1004,﻿4호선,﻿4,﻿3,﻿4-﻿3
﻿1063075111,﻿이촌,﻿1063,﻿경의중앙선,﻿1004,﻿4호선,﻿5,﻿2,﻿5-﻿2
﻿1063075114,﻿옥수,﻿1063,﻿경의중앙선,﻿1003,﻿3호선,﻿5,﻿1,﻿5-﻿1
﻿1063075114,﻿옥수,﻿1063,﻿경의중앙선,﻿1003,﻿3호선,﻿4,﻿4,﻿4-﻿4
﻿1063075116,﻿왕십리,﻿1063,﻿경의중앙선,﻿1002,﻿2호선,﻿8,﻿2,﻿8-﻿2
﻿1063075116,﻿왕십리,﻿1063,﻿경의중앙선,﻿1005,﻿5호선,﻿7,﻿1,﻿7-﻿1
﻿1063075116,﻿왕십리,﻿1063,﻿경의중앙선,﻿1002,﻿2호선,﻿7,﻿1,﻿7-﻿1
﻿1063075116,﻿왕십리,﻿1063,﻿경의중앙선,﻿1005,﻿5호선,﻿8,﻿2,﻿8-﻿2
﻿1063075116,﻿왕십리,﻿1063,﻿경의중앙선,﻿1075,﻿수인분당선,﻿7,﻿1,﻿7-﻿1
﻿1063075116,﻿왕십리,﻿1063,﻿경의중앙선,﻿1075,﻿수인분당선,﻿8,﻿2,﻿8-﻿2
﻿1063075117,﻿청량리,﻿1063,﻿경의중앙선,﻿1001,﻿1호선,﻿8,﻿4,﻿8-﻿4
﻿1063075117,﻿청량리,﻿1063,﻿경의중앙선,﻿1001,﻿1호선,﻿1,﻿1,﻿1-﻿1
﻿1063075118,﻿회기,﻿1063,﻿경의중앙선,﻿1001,﻿1호선,﻿6,﻿2,﻿6-﻿2
﻿1063075118,﻿회기,﻿1063,﻿경의중앙선,﻿1001,﻿1호선,﻿3,﻿3,﻿3-﻿3
﻿1063075120,﻿상봉,﻿1063,﻿경의중앙선,﻿1067,﻿경춘선,﻿4,﻿2,﻿4-﻿2
﻿1063075120,﻿상봉,﻿1063,﻿경의중앙선,﻿1067,﻿경춘선,﻿6,﻿2,﻿6-﻿2
﻿1063075120,﻿상봉,﻿1063,﻿경의중앙선,﻿1007,﻿7호선,﻿6,﻿2,﻿6-﻿2
﻿1001000113,﻿도봉산,﻿1001,﻿1호선,﻿1007,﻿7호선,﻿2,﻿1,﻿2-﻿1
﻿1001000113,﻿도봉산,﻿1001,﻿1호선,﻿1007,﻿7호선,﻿9,﻿3,﻿9-﻿3
﻿1001000116,﻿창동,﻿1001,﻿1호선,﻿1004,﻿4호선,﻿1,﻿4,﻿1-﻿4
﻿1001000116,﻿창동,﻿1001,﻿1호선,﻿1004,﻿4호선,﻿10,﻿3,﻿10-﻿3
﻿1001000120,﻿석계,﻿1001,﻿1호선,﻿1006,﻿6호선,﻿1,﻿1,﻿1-﻿1
﻿1001000120,﻿석계,﻿1001,﻿1호선,﻿1006,﻿6호선,﻿10,﻿4,﻿10-﻿4
﻿1001000123,﻿회기,﻿1001,﻿1호선,﻿1063,﻿경의중앙선,﻿4,﻿3,﻿4-﻿3
﻿1001000123,﻿회기,﻿1001,﻿1호선,﻿1063,﻿경의중앙선,﻿7,﻿2,﻿7-﻿2
﻿1001000124,﻿청량리,﻿1001,﻿1호선,﻿1063,﻿경의중앙선,﻿1,﻿1,﻿1-﻿1
﻿1001000124,﻿청량리,﻿1001,﻿1호선,﻿1063,﻿경의중앙선,﻿10,﻿4,﻿10-﻿4
﻿1001000126,﻿신설동,﻿1001,﻿1호선,﻿1002,﻿2호선,﻿2,﻿1,﻿2-﻿1
﻿1001000126,﻿신설동,﻿1001,﻿1호선,﻿1002,﻿2호선,﻿9,﻿4,﻿9-﻿4
﻿1001000127,﻿동묘앞,﻿1001,﻿1호선,﻿1006,﻿6호선,﻿2,﻿3,﻿2-﻿3
﻿1001000127,﻿동묘앞,﻿1001,﻿1호선,﻿1006,﻿6호선,﻿7,﻿1,﻿7-﻿1
﻿1001000128,﻿동대문,﻿1001,﻿1호선,﻿1004,﻿4호선,﻿9,﻿3,﻿9-﻿3
﻿1001000128,﻿동대문,﻿1001,﻿1호선,﻿1004,﻿4호선,﻿1,﻿3,﻿1-﻿3
﻿1001000130,﻿종로3가,﻿1001,﻿1호선,﻿1005,﻿5호선,﻿6,﻿1,﻿6-﻿1
﻿1001000132,﻿시청,﻿1001,﻿1호선,﻿1002,﻿2호선,﻿10,﻿4,﻿10-﻿4
﻿1001000132,﻿시청,﻿1001,﻿1호선,﻿1002,﻿2호선,﻿1,﻿1,﻿1-﻿1
﻿1001000133,﻿서울,﻿1001,﻿1호선,﻿1063,﻿경의중앙선,﻿10,﻿4,﻿10-﻿4
﻿1001000133,﻿서울,﻿1001,﻿1호선,﻿1063,﻿경의중앙선,﻿1,﻿2,﻿1-﻿2
﻿1001000133,﻿서울,﻿1001,﻿1호선,﻿1004,﻿4호선,﻿1,﻿2,﻿1-﻿2
﻿1001000133,﻿서울,﻿1001,﻿1호선,﻿1004,﻿4호선,﻿10,﻿4,﻿10-﻿4
﻿1001000133,﻿서울,﻿1001,﻿1호선,﻿1065,﻿공항철도,﻿1,﻿2,﻿1-﻿2
﻿1001000133,﻿서울,﻿1001,﻿1호선,﻿1065,﻿공항철도,﻿10,﻿4,﻿10-﻿4
﻿1001000135,﻿용산,﻿1001,﻿1호선,﻿1063,﻿경의중앙선,﻿1,﻿1,﻿1-﻿1
﻿1001000135,﻿용산,﻿1001,﻿1호선,﻿1063,﻿경의중앙선,﻿6,﻿2,﻿6-﻿2
﻿1001000136,﻿노량진,﻿1001,﻿1호선,﻿1009,﻿9호선,﻿1,﻿1,﻿1-﻿1
﻿1001000136,﻿노량진,﻿1001,﻿1호선,﻿1009,﻿9호선,﻿10,﻿4,﻿10-﻿4
﻿1001000138,﻿신길,﻿1001,﻿1호선,﻿1005,﻿5호선,﻿2,﻿4,﻿2-﻿4
﻿1001000138,﻿신길,﻿1001,﻿1호선,﻿1005,﻿5호선,﻿9,﻿1,﻿9-﻿1
﻿1001000140,﻿신도림,﻿1001,﻿1호선,﻿1002,﻿2호선,﻿2,﻿3,﻿2-﻿3
﻿1001000140,﻿신도림,﻿1001,﻿1호선,﻿1002,﻿2호선,﻿4,﻿4,﻿4-﻿4
﻿1001000141,﻿구로,﻿1001,﻿1호선,﻿1001,﻿1호선,﻿1,﻿1,﻿1-﻿1
﻿1001000141,﻿구로,﻿1001,﻿1호선,﻿1001,﻿1호선,﻿10,﻿4,﻿10-﻿4
﻿1001000145,﻿온수,﻿1001,﻿1호선,﻿1007,﻿7호선,﻿1,﻿1,﻿1-﻿1
﻿1001000145,﻿온수,﻿1001,﻿1호선,﻿1007,﻿7호선,﻿10,﻿4,﻿10-﻿4
﻿1001000152,﻿부평,﻿1001,﻿1호선,﻿1069,﻿인천1호선,﻿5,﻿4,﻿5-﻿4
﻿1001080142,﻿가산디지털단지,﻿1001,﻿1호선,﻿1007,﻿7호선,﻿1,﻿2,﻿1-﻿2
﻿1001080142,﻿가산디지털단지,﻿1001,﻿1호선,﻿1007,﻿7호선,﻿10,﻿3,﻿10-﻿3
﻿1001080155,﻿수원,﻿1001,﻿1호선,﻿1075,﻿수인분당선,﻿1,﻿4,﻿1-﻿4
﻿1001080155,﻿수원,﻿1001,﻿1호선,﻿1075,﻿수인분당선,﻿5,﻿2,﻿5-﻿2
﻿1002000201,﻿시청,﻿1002,﻿2호선,﻿1001,﻿1호선,﻿1,﻿1,﻿1-﻿1
﻿1006000645,﻿태릉입구,﻿1006,﻿6호선,﻿1001,﻿1호선,﻿5,﻿4,﻿5-﻿4
﻿1002000201,﻿시청,﻿1002,﻿2호선,﻿1001,﻿1호선,﻿10,﻿4,﻿10-﻿4
﻿1002000203,﻿을지로3가,﻿1002,﻿2호선,﻿1003,﻿3호선,﻿1,﻿1,﻿1-﻿1
﻿1002000203,﻿을지로3가,﻿1002,﻿2호선,﻿1003,﻿3호선,﻿10,﻿4,﻿10-﻿4
﻿1002000204,﻿을지로4가,﻿1002,﻿2호선,﻿1005,﻿5호선,﻿4,﻿3,﻿4-﻿3
﻿1002000204,﻿을지로4가,﻿1002,﻿2호선,﻿1005,﻿5호선,﻿7,﻿2,﻿7-﻿2
﻿1002000205,﻿동대문역사문화공원,﻿1002,﻿2호선,﻿1005,﻿5호선,﻿6,﻿3,﻿6-﻿3
﻿1002000205,﻿동대문역사문화공원,﻿1002,﻿2호선,﻿1004,﻿4호선,﻿9,﻿1,﻿9-﻿1
﻿1002000205,﻿동대문역사문화공원,﻿1002,﻿2호선,﻿1005,﻿5호선,﻿5,﻿2,﻿5-﻿2
﻿1002000205,﻿동대문역사문화공원,﻿1002,﻿2호선,﻿1004,﻿4호선,﻿2,﻿4,﻿2-﻿4
﻿1002000206,﻿신당,﻿1002,﻿2호선,﻿1006,﻿6호선,﻿10,﻿4,﻿10-﻿4
﻿1002000206,﻿신당,﻿1002,﻿2호선,﻿1006,﻿6호선,﻿1,﻿1,﻿1-﻿1
﻿1002000208,﻿왕십리,﻿1002,﻿2호선,﻿1063,﻿경의중앙선,﻿3,﻿1,﻿3-﻿1
﻿1002000208,﻿왕십리,﻿1002,﻿2호선,﻿1005,﻿5호선,﻿6,﻿1,﻿6-﻿1
﻿1002000208,﻿왕십리,﻿1002,﻿2호선,﻿1075,﻿수인분당선,﻿3,﻿1,﻿3-﻿1
﻿1002000208,﻿왕십리,﻿1002,﻿2호선,﻿1005,﻿5호선,﻿5,﻿4,﻿5-﻿4
﻿1002000208,﻿왕십리,﻿1002,﻿2호선,﻿1063,﻿경의중앙선,﻿8,﻿2,﻿8-﻿2
﻿1002000208,﻿왕십리,﻿1002,﻿2호선,﻿1075,﻿수인분당선,﻿8,﻿2,﻿8-﻿2
﻿1002000211,﻿성수,﻿1002,﻿2호선,﻿1002,﻿2호선,﻿0,﻿0,﻿0-﻿0
﻿1002000211,﻿성수,﻿1002,﻿2호선,﻿1002,﻿2호선,﻿4,﻿4,﻿4-﻿4
﻿1002000211,﻿성수,﻿1002,﻿2호선,﻿1002,﻿2호선,﻿10,﻿4,﻿10-﻿4
﻿1075075221,﻿수서,﻿1075,﻿수인분당선,﻿1003,﻿3호선,﻿1,﻿1,﻿1-﻿1
﻿1075075221,﻿수서,﻿1075,﻿수인분당선,﻿1003,﻿3호선,﻿6,﻿4,﻿6-﻿4
﻿1075075222,﻿복정,﻿1075,﻿수인분당선,﻿1008,﻿8호선,﻿1,﻿1,﻿1-﻿1
﻿1075075222,﻿복정,﻿1075,﻿수인분당선,﻿1008,﻿8호선,﻿1,﻿2,﻿1-﻿2
﻿1075075225,﻿모란,﻿1075,﻿수인분당선,﻿1008,﻿8호선,﻿8,﻿4,﻿8-﻿4
﻿1075075225,﻿모란,﻿1075,﻿수인분당선,﻿1008,﻿8호선,﻿1,﻿1,﻿1-﻿1
﻿1075075245,﻿수원,﻿1075,﻿수인분당선,﻿1001,﻿1호선,﻿2,﻿3,﻿2-﻿3
﻿1077000687,﻿강남,﻿1077,﻿신분당선,﻿1002,﻿2호선,﻿1,﻿1,﻿1-﻿1
﻿1077000688,﻿양재,﻿1077,﻿신분당선,﻿1003,﻿3호선,﻿1,﻿1,﻿1-﻿1
﻿1077000688,﻿양재,﻿1077,﻿신분당선,﻿1003,﻿3호선,﻿6,﻿4,﻿6-﻿4
﻿1077006812,﻿정자,﻿1077,﻿신분당선,﻿1075,﻿수인분당선,﻿2,﻿1,﻿2-﻿1
﻿1009000927,﻿선정릉,﻿1009,﻿9호선,﻿1075,﻿수인분당선,﻿3,﻿4,﻿3-﻿4
﻿1009000927,﻿선정릉,﻿1009,﻿9호선,﻿1075,﻿수인분당선,﻿2,﻿1,﻿2-﻿1
﻿1075075214,﻿선정릉,﻿1075,﻿수인분당선,﻿1009,﻿9호선,﻿6,﻿4,﻿6-﻿4
﻿1075075214,﻿선정릉,﻿1075,﻿수인분당선,﻿1009,﻿9호선,﻿2,﻿4,﻿2-﻿4
﻿1009000930,﻿종합운동장,﻿1009,﻿9호선,﻿1002,﻿2호선,﻿3,﻿4,﻿3-﻿4
﻿1002000218,﻿종합운동장,﻿1002,﻿2호선,﻿1009,﻿9호선,﻿9,﻿1,﻿9-﻿1
﻿1002000218,﻿종합운동장,﻿1002,﻿2호선,﻿1009,﻿9호선,﻿3,﻿1,﻿3-﻿1
﻿1063075121,﻿망우,﻿1063,﻿경의중앙선,﻿1067,﻿경춘선,﻿4,﻿4,﻿4-﻿4
﻿1063075121,﻿망우,﻿1063,﻿경의중앙선,﻿1067,﻿경춘선,﻿5,﻿1,﻿5-﻿1
﻿1063075312,﻿공덕,﻿1063,﻿경의중앙선,﻿1005,﻿5호선,﻿8,﻿4,﻿8-﻿4
﻿1063075312,﻿공덕,﻿1063,﻿경의중앙선,﻿1006,﻿6호선,﻿8,﻿4,﻿8-﻿4
﻿1063075312,﻿공덕,﻿1063,﻿경의중앙선,﻿1065,﻿공항철도,﻿8,﻿4,﻿8-﻿4
﻿1063075314,﻿홍대입구,﻿1063,﻿경의중앙선,﻿1002,﻿2호선,﻿1,﻿1,﻿1-﻿1
﻿1063075314,﻿홍대입구,﻿1063,﻿경의중앙선,﻿1002,﻿2호선,﻿8,﻿4,﻿8-﻿4
﻿1063075314,﻿홍대입구,﻿1063,﻿경의중앙선,﻿1065,﻿공항철도,﻿1,﻿1,﻿1-﻿1
﻿1063075314,﻿홍대입구,﻿1063,﻿경의중앙선,﻿1065,﻿공항철도,﻿8,﻿4,﻿8-﻿4
﻿1063075315,﻿가좌,﻿1063,﻿경의중앙선,﻿1063,﻿경의중앙선,﻿6,﻿1,﻿6-﻿1
﻿1063075316,﻿디지털미디어시티,﻿1063,﻿경의중앙선,﻿1006,﻿6호선,﻿8,﻿4,﻿8-﻿4
﻿1063075316,﻿디지털미디어시티,﻿1063,﻿경의중앙선,﻿1006,﻿6호선,﻿1,﻿1,﻿1-﻿1
﻿1063075316,﻿디지털미디어시티,﻿1063,﻿경의중앙선,﻿1065,﻿공항철도,﻿0,﻿0,﻿0-﻿0
﻿1063075322,﻿대곡,﻿1063,﻿경의중앙선,﻿1003,﻿3호선,﻿4,﻿1,﻿4-﻿1
﻿1063075322,﻿대곡,﻿1063,﻿경의중앙선,﻿1003,﻿3호선,﻿5,﻿3,﻿5-﻿3
﻿1063080313,﻿서울,﻿1063,﻿경의중앙선,﻿1001,﻿1호선,﻿8,﻿4,﻿8-﻿4
﻿1063080313,﻿서울,﻿1063,﻿경의중앙선,﻿1004,﻿4호선,﻿8,﻿4,﻿8-﻿4
﻿1065006501,﻿서울,﻿1065,﻿공항철도,﻿1001,﻿1호선,﻿5,﻿1,﻿5-﻿1
﻿1065006501,﻿서울,﻿1065,﻿공항철도,﻿1004,﻿4호선,﻿5,﻿1,﻿5-﻿1
﻿1065006502,﻿공덕,﻿1065,﻿공항철도,﻿1005,﻿5호선,﻿1,﻿4,﻿1-﻿4
﻿1065006502,﻿공덕,﻿1065,﻿공항철도,﻿1005,﻿5호선,﻿6,﻿1,﻿6-﻿1
﻿1065006502,﻿공덕,﻿1065,﻿공항철도,﻿1006,﻿6호선,﻿1,﻿4,﻿1-﻿4
﻿1065006502,﻿공덕,﻿1065,﻿공항철도,﻿1006,﻿6호선,﻿6,﻿1,﻿6-﻿1
﻿1065006502,﻿공덕,﻿1065,﻿공항철도,﻿1063,﻿경의중앙선,﻿1,﻿4,﻿1-﻿4
﻿1065006503,﻿홍대입구,﻿1065,﻿공항철도,﻿1002,﻿2호선,﻿5,﻿3,﻿5-﻿3
﻿1065006503,﻿홍대입구,﻿1065,﻿공항철도,﻿1002,﻿2호선,﻿2,﻿2,﻿2-﻿2
﻿1065006503,﻿홍대입구,﻿1065,﻿공항철도,﻿1063,﻿경의중앙선,﻿2,﻿2,﻿2-﻿2
﻿1065006503,﻿홍대입구,﻿1065,﻿공항철도,﻿1063,﻿경의중앙선,﻿5,﻿3,﻿5-﻿3
﻿1065006504,﻿디지털미디어시티,﻿1065,﻿공항철도,﻿1006,﻿6호선,﻿6,﻿4,﻿6-﻿4
﻿1065006504,﻿디지털미디어시티,﻿1065,﻿공항철도,﻿1006,﻿6호선,﻿2,﻿4,﻿2-﻿4
﻿1065006504,﻿디지털미디어시티,﻿1065,﻿공항철도,﻿1063,﻿경의중앙선,﻿6,﻿4,﻿6-﻿4
﻿1065006504,﻿디지털미디어시티,﻿1065,﻿공항철도,﻿1063,﻿경의중앙선,﻿2,﻿4,﻿2-﻿4
﻿1065006505,﻿김포공항,﻿1065,﻿공항철도,﻿1005,﻿5호선,﻿3,﻿4,﻿3-﻿4
﻿1065006505,﻿김포공항,﻿1065,﻿공항철도,﻿1005,﻿5호선,﻿4,﻿1,﻿4-﻿1
﻿1065006505,﻿김포공항,﻿1065,﻿공항철도,﻿1009,﻿9호선,﻿6,﻿4,﻿6-﻿4
﻿1065006505,﻿김포공항,﻿1065,﻿공항철도,﻿1009,﻿9호선,﻿2,﻿2,﻿2-﻿2
﻿1065006505,﻿김포공항,﻿1065,﻿공항철도,﻿1005,﻿5호선,﻿6,﻿4,﻿6-﻿4
﻿1065006506,﻿계양,﻿1065,﻿공항철도,﻿1069,﻿인천1호선,﻿2,﻿1,﻿2-﻿1
﻿1065006506,﻿계양,﻿1065,﻿공항철도,﻿1069,﻿인천1호선,﻿5,﻿4,﻿5-﻿4
﻿1067080120,﻿상봉,﻿1067,﻿경춘선,﻿1007,﻿7호선,﻿4,﻿4,﻿4-﻿4
﻿1067080120,﻿상봉,﻿1067,﻿경춘선,﻿1063,﻿경의중앙선,﻿4,﻿4,﻿4-﻿4
﻿1067080121,﻿망우,﻿1067,﻿경춘선,﻿1063,﻿경의중앙선,﻿3,﻿4,﻿3-﻿4
﻿1067080121,﻿망우,﻿1067,﻿경춘선,﻿1063,﻿경의중앙선,﻿6,﻿1,﻿6-﻿1
﻿1069073110,﻿계양,﻿1069,﻿인천1호선,﻿1065,﻿공항철도,﻿3,﻿3,﻿3-﻿3
﻿1069073118,﻿부평구청,﻿1069,﻿인천1호선,﻿1007,﻿7호선,﻿1,﻿1,﻿1-﻿1
﻿1069073118,﻿부평구청,﻿1069,﻿인천1호선,﻿1007,﻿7호선,﻿8,﻿4,﻿8-﻿4
﻿1069073120,﻿부평,﻿1069,﻿인천1호선,﻿1001,﻿1호선,﻿4,﻿4,﻿4-﻿4
﻿1069073120,﻿부평,﻿1069,﻿인천1호선,﻿1001,﻿1호선,﻿5,﻿1,﻿5-﻿1
﻿1069073130,﻿원인재,﻿1069,﻿인천1호선,﻿1071,﻿수인선,﻿7,﻿2,﻿7-﻿2
﻿1069073130,﻿원인재,﻿1069,﻿인천1호선,﻿1071,﻿수인선,﻿2,﻿3,﻿2-﻿3
﻿1071075251,﻿달월,﻿1071,﻿수인선,﻿1004,﻿4호선,﻿3,﻿1,﻿3-﻿1
﻿1071075257,﻿원인재,﻿1071,﻿수인선,﻿1069,﻿인천1호선,﻿2,﻿2,﻿2-﻿2
﻿1071075257,﻿원인재,﻿1071,﻿수인선,﻿1069,﻿인천1호선,﻿5,﻿3,﻿5-﻿3
﻿1075075210,﻿왕십리,﻿1075,﻿수인분당선,﻿1005,﻿5호선,﻿1,﻿1,﻿1-﻿1
﻿1075075210,﻿왕십리,﻿1075,﻿수인분당선,﻿1002,﻿2호선,﻿1,﻿1,﻿1-﻿1
﻿1075075210,﻿왕십리,﻿1075,﻿수인분당선,﻿1063,﻿경의중앙선,﻿3,﻿4,﻿3-﻿4
﻿1075075213,﻿강남구청,﻿1075,﻿수인분당선,﻿1007,﻿7호선,﻿4,﻿1,﻿4-﻿1
﻿1075075213,﻿강남구청,﻿1075,﻿수인분당선,﻿1007,﻿7호선,﻿3,﻿4,﻿3-﻿4
﻿1075075215,﻿선릉,﻿1075,﻿수인분당선,﻿1002,﻿2호선,﻿6,﻿3,﻿6-﻿3
﻿1075075215,﻿선릉,﻿1075,﻿수인분당선,﻿1002,﻿2호선,﻿5,﻿1,﻿5-﻿1
﻿1075075215,﻿선릉,﻿1075,﻿수인분당선,﻿1002,﻿2호선,﻿1,﻿2,﻿1-﻿2
﻿1075075215,﻿선릉,﻿1075,﻿수인분당선,﻿1002,﻿2호선,﻿2,﻿3,﻿2-﻿3
﻿1075075217,﻿도곡,﻿1075,﻿수인분당선,﻿1003,﻿3호선,﻿5,﻿1,﻿5-﻿1
﻿1075075217,﻿도곡,﻿1075,﻿수인분당선,﻿1003,﻿3호선,﻿6,﻿2,﻿6-﻿2
﻿1075075217,﻿도곡,﻿1075,﻿수인분당선,﻿1003,﻿3호선,﻿6,﻿4,﻿6-﻿4
﻿1075075217,﻿도곡,﻿1075,﻿수인분당선,﻿1003,﻿3호선,﻿4,﻿3,﻿4-﻿3
